[3, 5, 2, 16, 22, 1, 33, 1, 17, 0]
[4, 6, 1, 15, 23, 1, 34, 0, 16, 0]
[4, 6, 1, 15, 23, 1, 34, 0, 16, 0]
[4, 6, 1, 15, 23, 1, 34, 0, 16, 0]
[2, 0, 2, 16, 23, 3, 1, 38, 15, 0]
[3, 2, 16, 0, 0, 31, 20, 8, 19, 1]
[3, 0, 10, 10, 8, 20, 14, 17, 18, 0]
[0, 3, 1, 20, 21, 0, 3, 34, 17, 1]
[1, 2, 0, 18, 24, 5, 0, 31, 17, 2]
[0, 2, 1, 21, 26, 3, 0, 30, 16, 1]
[0, 8, 14, 1, 6, 23, 23, 4, 20, 1]
[4, 1, 6, 9, 0, 29, 5, 25, 20, 1]
[4, 0, 4, 12, 12, 12, 23, 11, 21, 1]
[2, 1, 12, 1, 5, 24, 20, 12, 22, 1]
[5, 1, 12, 0, 0, 21, 26, 12, 21, 2]
[0, 10, 15, 4, 0, 29, 9, 27, 6, 0]
[3, 10, 12, 3, 1, 22, 28, 0, 21, 0]
[3, 10, 12, 3, 1, 22, 28, 0, 21, 0]
[5, 4, 15, 0, 3, 23, 25, 2, 22, 1]
[0, 10, 11, 4, 18, 3, 28, 0, 24, 2]
[0, 10, 11, 4, 18, 3, 28, 0, 24, 2]
[1, 7, 3, 14, 15, 7, 24, 5, 24, 0]
[1, 7, 3, 14, 15, 7, 24, 5, 24, 0]
[0, 10, 13, 2, 16, 5, 29, 0, 25, 0]
[1, 9, 11, 3, 17, 2, 29, 1, 25, 2]
[0, 9, 12, 1, 19, 0, 30, 0, 27, 2]
[0, 9, 12, 1, 19, 0, 30, 0, 27, 2]
[3, 7, 6, 8, 23, 0, 30, 3, 19, 1]
[5, 0, 3, 12, 12, 13, 12, 16, 27, 0]
[5, 0, 3, 12, 12, 13, 12, 16, 27, 0]
[2, 1, 0, 16, 9, 14, 17, 14, 27, 0]
[0, 2, 6, 15, 21, 10, 21, 20, 5, 0]
[1, 9, 13, 1, 22, 1, 23, 10, 20, 0]
[3, 5, 5, 8, 7, 15, 24, 6, 26, 1]
[0, 4, 1, 15, 9, 9, 20, 15, 27, 0]
[2, 3, 0, 15, 9, 12, 14, 17, 27, 1]
[3, 4, 7, 5, 1, 18, 24, 9, 29, 0]
[0, 5, 10, 6, 11, 22, 5, 26, 15, 0]
[2, 9, 11, 1, 25, 0, 29, 4, 19, 0]
[0, 9, 12, 4, 26, 2, 26, 1, 20, 0]
[4, 0, 12, 0, 0, 27, 14, 15, 28, 0]
[3, 1, 13, 0, 0, 29, 13, 14, 27, 0]
[1, 8, 14, 0, 10, 12, 29, 0, 25, 1]
[1, 4, 2, 17, 14, 12, 0, 31, 16, 3]
[1, 8, 15, 1, 28, 0, 24, 3, 20, 0]
[4, 2, 14, 0, 0, 28, 12, 13, 26, 1]
[0, 1, 2, 13, 3, 27, 16, 13, 25, 0]
[0, 0, 3, 13, 2, 26, 17, 13, 26, 0]
[3, 0, 13, 1, 0, 30, 11, 15, 25, 2]
[3, 0, 13, 1, 0, 30, 11, 15, 25, 2]
[0, 1, 0, 18, 5, 25, 17, 8, 26, 0]
[4, 1, 13, 3, 4, 30, 1, 35, 6, 3]
[5, 0, 13, 5, 2, 29, 0, 35, 10, 1]
[1, 3, 0, 19, 9, 22, 21, 12, 13, 0]
[5, 2, 6, 6, 8, 24, 23, 14, 12, 0]
[3, 3, 3, 11, 15, 15, 11, 24, 15, 0]
[3, 3, 3, 11, 15, 15, 11, 24, 15, 0]
[2, 11, 7, 6, 24, 1, 30, 1, 17, 1]
[1, 9, 4, 6, 25, 0, 29, 5, 20, 1]
[0, 7, 9, 5, 8, 19, 31, 0, 21, 0]
[1, 7, 9, 4, 5, 17, 31, 2, 23, 1]
[0, 4, 11, 10, 12, 22, 6, 30, 5, 0]
[0, 10, 7, 8, 19, 1, 33, 3, 17, 2]
[2, 6, 18, 0, 16, 1, 31, 4, 21, 1]
[2, 8, 15, 1, 17, 3, 32, 0, 22, 0]
[2, 0, 2, 15, 12, 21, 16, 10, 22, 0]
[0, 4, 3, 12, 8, 15, 18, 13, 25, 2]
[1, 3, 5, 12, 15, 11, 8, 20, 22, 3]
[2, 5, 2, 14, 23, 4, 27, 16, 5, 2]
[3, 7, 4, 13, 21, 4, 21, 17, 10, 0]
[3, 4, 3, 16, 22, 10, 7, 26, 9, 0]
[2, 3, 2, 15, 23, 11, 7, 27, 10, 0]
[0, 7, 5, 15, 22, 7, 8, 24, 12, 0]
[1, 3, 0, 16, 11, 13, 13, 18, 24, 1]
[3, 2, 0, 17, 12, 16, 12, 13, 25, 0]
[2, 1, 1, 18, 13, 15, 13, 12, 25, 0]
[2, 1, 0, 18, 11, 19, 13, 12, 24, 0]
[3, 2, 0, 17, 12, 16, 14, 11, 24, 1]
[2, 1, 1, 18, 13, 17, 15, 10, 23, 0]
[1, 1, 0, 18, 9, 22, 15, 9, 24, 1]
[1, 1, 0, 20, 5, 23, 31, 7, 9, 3]
[0, 0, 11, 6, 1, 26, 3, 35, 18, 0]
[2, 0, 0, 20, 12, 17, 8, 23, 18, 0]
[5, 2, 4, 14, 9, 18, 19, 9, 20, 0]
[3, 3, 4, 10, 12, 17, 17, 9, 23, 2]
[3, 1, 5, 9, 9, 18, 20, 10, 25, 0]
[2, 5, 5, 7, 20, 3, 26, 7, 24, 1]
[0, 8, 14, 0, 19, 4, 22, 8, 24, 1]
[3, 5, 0, 20, 20, 3, 25, 23, 0, 1]
[4, 2, 13, 5, 0, 26, 21, 26, 2, 1]
[0, 8, 14, 0, 19, 4, 22, 8, 24, 1]
[3, 0, 1, 18, 14, 9, 12, 16, 25, 2]
[3, 0, 1, 18, 14, 9, 12, 16, 25, 2]
[5, 0, 4, 15, 7, 23, 10, 27, 8, 1]
[3, 0, 1, 19, 10, 16, 11, 27, 10, 3]
[3, 0, 1, 19, 10, 16, 11, 27, 10, 3]
[4, 0, 1, 19, 9, 16, 12, 28, 9, 2]
[0, 10, 15, 1, 14, 9, 32, 1, 16, 2]
[3, 10, 14, 0, 17, 5, 33, 2, 15, 1]
[3, 4, 7, 9, 14, 10, 15, 13, 24, 1]
[2, 3, 10, 6, 9, 13, 14, 16, 25, 2]
[1, 2, 7, 7, 10, 14, 15, 17, 24, 3]
[2, 4, 4, 12, 8, 12, 29, 2, 27, 0]
[3, 1, 0, 18, 9, 13, 18, 12, 26, 0]
[3, 0, 1, 19, 7, 12, 20, 11, 27, 0]
[3, 0, 1, 19, 7, 12, 20, 11, 27, 0]
[1, 5, 1, 15, 6, 15, 19, 11, 26, 1]
[3, 1, 0, 18, 5, 17, 29, 0, 27, 0]
[1, 6, 11, 0, 20, 1, 26, 6, 28, 1]
[2, 0, 6, 12, 2, 24, 1, 26, 27, 0]
[2, 1, 6, 12, 1, 26, 0, 24, 27, 1]
[3, 0, 6, 7, 1, 26, 4, 23, 27, 3]
[5, 1, 8, 5, 2, 27, 2, 21, 29, 0]
[1, 4, 0, 16, 17, 4, 9, 20, 28, 1]
[1, 4, 0, 16, 17, 4, 9, 20, 28, 1]
[5, 3, 2, 15, 11, 8, 18, 8, 30, 0]
[3, 0, 1, 16, 14, 7, 18, 11, 30, 0]
[5, 5, 5, 14, 15, 7, 20, 20, 6, 3]
[1, 1, 3, 19, 1, 30, 0, 35, 10, 0]
[2, 10, 16, 1, 21, 0, 33, 0, 16, 1]
[2, 1, 0, 18, 15, 11, 12, 19, 22, 0]
[4, 0, 1, 18, 15, 8, 10, 20, 24, 0]
[2, 0, 0, 20, 13, 10, 10, 21, 24, 0]
[2, 8, 10, 7, 9, 12, 26, 22, 1, 3]
[1, 0, 1, 19, 14, 13, 9, 22, 21, 0]
[1, 8, 6, 8, 23, 4, 29, 0, 19, 2]
[3, 4, 4, 12, 14, 11, 14, 14, 23, 1]
[5, 0, 3, 13, 11, 13, 16, 13, 26, 0]
[3, 5, 16, 7, 21, 17, 5, 25, 1, 0]
[1, 7, 9, 8, 9, 15, 17, 25, 8, 1]
[1, 7, 9, 8, 9, 15, 17, 25, 8, 1]
[4, 0, 2, 12, 2, 22, 0, 37, 19, 2]
[1, 8, 17, 1, 25, 1, 22, 3, 22, 0]
[0, 8, 7, 10, 24, 3, 26, 2, 20, 0]
[3, 2, 0, 15, 10, 16, 21, 10, 23, 0]
[3, 1, 5, 13, 6, 20, 1, 27, 22, 2]
[4, 2, 6, 12, 5, 19, 0, 26, 23, 3]
[4, 1, 2, 14, 10, 16, 15, 10, 25, 3]
[4, 1, 2, 14, 10, 16, 15, 10, 25, 3]
[3, 2, 1, 15, 9, 17, 14, 11, 26, 2]
[3, 2, 1, 15, 9, 17, 14, 11, 26, 2]
[5, 1, 1, 17, 10, 8, 23, 7, 28, 0]
[5, 1, 1, 17, 10, 8, 23, 7, 28, 0]
[6, 0, 0, 17, 12, 12, 29, 12, 10, 2]
[5, 0, 2, 17, 15, 11, 31, 3, 14, 2]
[4, 0, 0, 19, 24, 0, 15, 17, 21, 0]
[1, 11, 13, 0, 18, 1, 32, 0, 24, 0]
[0, 10, 13, 0, 19, 1, 33, 1, 23, 0]
[2, 10, 12, 1, 17, 1, 33, 1, 23, 0]
[0, 9, 13, 1, 17, 3, 31, 1, 23, 2]
[2, 3, 4, 11, 16, 9, 33, 7, 15, 0]
[1, 2, 0, 22, 23, 6, 5, 23, 18, 0]
[4, 6, 4, 4, 8, 18, 22, 30, 3, 1]
[0, 8, 7, 6, 24, 0, 32, 0, 23, 0]
[0, 8, 15, 0, 22, 2, 30, 0, 23, 0]
[6, 0, 0, 20, 23, 2, 11, 17, 20, 1]
[1, 3, 0, 20, 23, 1, 8, 18, 26, 0]
[3, 0, 0, 15, 20, 7, 10, 19, 24, 2]
[1, 4, 2, 13, 7, 21, 34, 4, 12, 2]
[0, 8, 13, 5, 2, 22, 1, 35, 13, 1]
[3, 0, 14, 0, 0, 31, 11, 21, 18, 2]
[3, 2, 2, 16, 17, 7, 11, 21, 20, 1]
[0, 8, 12, 2, 25, 2, 20, 6, 24, 1]
[0, 6, 8, 6, 26, 0, 22, 7, 25, 0]
[1, 2, 1, 14, 7, 21, 16, 14, 24, 0]
[0, 1, 0, 15, 8, 20, 15, 15, 25, 1]
[3, 2, 2, 11, 6, 16, 19, 13, 25, 3]
[0, 9, 12, 1, 25, 0, 18, 8, 26, 1]
[0, 0, 2, 15, 1, 25, 0, 33, 23, 1]
[1, 3, 7, 8, 9, 18, 16, 11, 26, 1]
[3, 0, 8, 5, 1, 23, 15, 17, 27, 1]
[3, 0, 8, 5, 1, 23, 15, 17, 27, 1]
[0, 8, 7, 5, 3, 22, 30, 23, 0, 2]
[0, 6, 7, 6, 3, 24, 31, 22, 1, 0]
[1, 1, 0, 17, 20, 3, 2, 33, 23, 0]
[0, 8, 15, 0, 17, 4, 32, 1, 22, 1]
[3, 2, 0, 17, 5, 18, 33, 10, 11, 1]
[6, 0, 0, 16, 19, 6, 21, 12, 19, 1]
[1, 2, 0, 18, 18, 6, 3, 26, 26, 0]
[4, 0, 0, 18, 20, 3, 5, 25, 24, 1]
[2, 0, 0, 16, 21, 1, 4, 28, 27, 1]
[2, 4, 6, 11, 21, 7, 4, 37, 6, 2]
[2, 4, 6, 11, 21, 7, 4, 37, 6, 2]
[2, 0, 0, 18, 10, 11, 6, 26, 26, 1]
[1, 7, 1, 18, 23, 1, 25, 10, 14, 0]
[1, 7, 1, 18, 23, 1, 25, 10, 14, 0]
[1, 0, 0, 19, 10, 12, 5, 25, 26, 2]
[3, 0, 0, 19, 22, 2, 4, 25, 24, 1]
[0, 1, 0, 20, 24, 0, 5, 29, 20, 1]
[0, 0, 0, 21, 24, 0, 3, 31, 21, 0]
[1, 8, 8, 8, 24, 0, 27, 1, 20, 3]
[0, 5, 0, 21, 6, 12, 29, 6, 20, 1]
[3, 4, 5, 11, 5, 15, 28, 7, 21, 1]
[1, 0, 0, 22, 10, 9, 7, 24, 27, 0]
[4, 7, 11, 3, 8, 19, 9, 32, 6, 1]
[3, 10, 11, 2, 8, 14, 12, 33, 6, 1]
[2, 1, 12, 0, 0, 33, 0, 34, 18, 0]
[4, 8, 13, 3, 17, 12, 13, 19, 11, 0]
[3, 9, 13, 4, 12, 12, 15, 18, 14, 0]
[3, 9, 13, 4, 12, 12, 15, 18, 14, 0]
[3, 0, 3, 14, 4, 20, 29, 4, 23, 0]
[0, 3, 4, 13, 5, 17, 31, 1, 25, 1]
[0, 3, 4, 13, 5, 17, 31, 1, 25, 1]
[1, 0, 3, 13, 2, 24, 25, 6, 25, 1]
[2, 1, 1, 15, 3, 24, 23, 6, 25, 0]
[0, 8, 11, 3, 19, 4, 23, 6, 26, 0]
[1, 9, 10, 4, 18, 3, 22, 7, 25, 1]
[1, 9, 10, 4, 18, 3, 22, 7, 25, 1]
[2, 1, 0, 14, 2, 24, 23, 8, 25, 1]
[3, 2, 5, 14, 6, 18, 19, 8, 24, 1]
[1, 6, 11, 4, 17, 4, 21, 8, 28, 0]
[2, 5, 10, 3, 16, 5, 22, 9, 27, 1]
[1, 6, 9, 2, 15, 6, 23, 10, 26, 2]
[5, 5, 10, 8, 15, 8, 9, 23, 17, 0]
[5, 6, 13, 2, 15, 8, 8, 24, 18, 1]
[5, 6, 13, 2, 15, 8, 8, 24, 18, 1]
[0, 2, 15, 1, 0, 32, 1, 27, 21, 1]
[2, 0, 4, 18, 1, 23, 27, 0, 25, 0]
[2, 0, 4, 18, 1, 23, 27, 0, 25, 0]
[2, 2, 0, 18, 4, 21, 26, 1, 26, 0]
[2, 1, 3, 18, 2, 22, 28, 0, 24, 0]
[0, 1, 14, 0, 0, 29, 1, 30, 25, 0]
[0, 0, 15, 0, 1, 29, 0, 30, 25, 0]
[2, 2, 1, 18, 4, 19, 27, 1, 26, 0]
[1, 9, 14, 1, 15, 4, 28, 0, 28, 0]
[1, 9, 14, 0, 16, 3, 26, 2, 28, 1]
[0, 2, 0, 19, 6, 22, 27, 12, 10, 2]
[2, 11, 12, 2, 19, 0, 28, 5, 21, 0]
[1, 10, 13, 3, 18, 1, 29, 4, 20, 1]
[1, 10, 13, 3, 18, 1, 29, 4, 20, 1]
[0, 9, 15, 0, 20, 0, 14, 16, 26, 0]
[0, 9, 15, 0, 20, 0, 14, 16, 26, 0]
[0, 9, 16, 0, 21, 0, 13, 15, 26, 0]
[1, 9, 14, 0, 23, 0, 12, 15, 26, 0]
[4, 7, 14, 1, 23, 0, 11, 16, 22, 2]
[3, 8, 13, 0, 22, 1, 12, 17, 23, 1]
[0, 9, 13, 2, 19, 2, 14, 17, 24, 0]
[0, 9, 13, 2, 19, 2, 14, 17, 24, 0]
[2, 3, 13, 3, 19, 5, 8, 18, 28, 1]
[2, 3, 13, 3, 19, 5, 8, 18, 28, 1]
[4, 1, 10, 7, 7, 26, 18, 21, 5, 1]
[0, 0, 0, 20, 4, 29, 16, 21, 8, 2]
[1, 0, 0, 22, 3, 30, 13, 22, 8, 1]
[1, 8, 14, 1, 26, 1, 22, 4, 22, 1]
[3, 6, 14, 4, 24, 1, 22, 7, 19, 0]
[3, 6, 14, 4, 24, 1, 22, 7, 19, 0]
[3, 1, 5, 11, 11, 11, 14, 24, 19, 1]
[0, 8, 9, 7, 25, 2, 19, 7, 23, 0]
[2, 8, 8, 7, 25, 0, 23, 6, 21, 0]
[5, 4, 9, 8, 4, 18, 27, 17, 8, 0]
[0, 9, 4, 11, 20, 11, 27, 9, 9, 0]
[0, 1, 14, 0, 0, 29, 0, 34, 21, 1]
[2, 7, 11, 4, 27, 0, 32, 0, 17, 0]
[0, 1, 14, 0, 0, 30, 0, 34, 21, 0]
[0, 2, 14, 0, 0, 31, 0, 32, 21, 0]
[1, 0, 14, 0, 0, 30, 1, 32, 22, 0]
[0, 1, 14, 0, 0, 30, 1, 29, 24, 1]
[1, 6, 13, 1, 16, 7, 3, 31, 21, 1]
[2, 0, 2, 13, 0, 32, 25, 1, 24, 1]
[2, 6, 9, 6, 18, 2, 34, 0, 23, 0]
[3, 5, 8, 6, 17, 1, 35, 1, 24, 0]
[3, 5, 8, 6, 17, 1, 35, 1, 24, 0]
[3, 5, 8, 6, 17, 1, 35, 1, 24, 0]
[0, 4, 5, 12, 9, 12, 8, 25, 25, 0]
[1, 2, 1, 14, 10, 20, 13, 11, 26, 2]
[2, 6, 7, 4, 21, 0, 33, 0, 26, 1]
[2, 0, 1, 18, 21, 3, 4, 34, 16, 1]
[3, 7, 13, 4, 5, 21, 14, 17, 14, 2]
[0, 2, 1, 18, 0, 23, 20, 9, 27, 0]
[0, 0, 0, 17, 1, 22, 21, 11, 27, 1]
[0, 2, 1, 17, 0, 24, 22, 11, 23, 0]
[0, 1, 0, 18, 0, 25, 22, 10, 24, 0]
[3, 9, 13, 5, 9, 21, 22, 17, 1, 0]
[4, 6, 11, 4, 12, 18, 21, 20, 2, 2]
[0, 2, 2, 17, 19, 4, 1, 34, 20, 1]
[2, 8, 10, 8, 22, 2, 25, 0, 21, 2]
[3, 3, 6, 12, 6, 19, 13, 15, 22, 1]
[2, 1, 1, 17, 6, 18, 12, 16, 26, 1]
[2, 6, 11, 1, 10, 10, 25, 1, 31, 3]
[3, 5, 10, 2, 9, 12, 25, 4, 29, 1]
[2, 6, 13, 7, 4, 18, 21, 20, 7, 2]
[2, 4, 6, 12, 3, 21, 26, 0, 26, 0]
[2, 3, 6, 10, 2, 24, 25, 0, 28, 0]
[1, 7, 10, 2, 11, 11, 27, 2, 28, 1]
[0, 8, 11, 1, 8, 13, 28, 2, 28, 1]
[0, 8, 11, 1, 8, 13, 28, 2, 28, 1]
[2, 7, 13, 0, 8, 11, 29, 3, 27, 0]
[0, 9, 15, 0, 24, 1, 30, 5, 16, 0]
[0, 10, 14, 2, 9, 13, 31, 2, 19, 0]
[1, 7, 14, 0, 7, 16, 30, 4, 21, 0]
[0, 2, 4, 11, 0, 29, 1, 27, 26, 0]
[0, 3, 5, 10, 0, 28, 0, 26, 27, 1]
[0, 2, 4, 11, 0, 29, 1, 27, 26, 0]
[0, 2, 3, 11, 0, 29, 2, 28, 25, 0]
[0, 6, 3, 17, 19, 4, 2, 32, 16, 1]
[2, 5, 8, 3, 7, 15, 34, 2, 24, 0]
[0, 2, 4, 9, 0, 30, 0, 29, 26, 0]
[1, 0, 4, 11, 3, 24, 1, 29, 26, 1]
[0, 0, 4, 12, 0, 29, 0, 29, 25, 1]
[3, 1, 2, 18, 19, 3, 7, 31, 16, 0]
[1, 8, 13, 0, 21, 0, 23, 9, 23, 2]
[0, 0, 0, 17, 2, 24, 19, 13, 25, 0]
[0, 3, 7, 9, 0, 29, 10, 17, 25, 0]
[0, 4, 3, 10, 0, 32, 8, 17, 25, 1]
[0, 4, 3, 10, 0, 32, 8, 17, 25, 1]
[1, 1, 1, 14, 3, 20, 25, 17, 17, 1]
[0, 3, 4, 11, 0, 33, 7, 18, 24, 0]
[0, 5, 1, 19, 23, 1, 7, 22, 18, 4]
[0, 9, 12, 0, 23, 1, 28, 1, 26, 0]
[1, 9, 15, 0, 23, 0, 20, 5, 26, 1]
[1, 8, 13, 2, 10, 13, 23, 5, 25, 0]
[1, 8, 13, 1, 13, 6, 29, 2, 27, 0]
[0, 9, 15, 0, 12, 5, 29, 1, 28, 1]
[2, 4, 9, 8, 1, 15, 31, 29, 0, 1]
[4, 2, 9, 8, 2, 14, 31, 29, 0, 1]
[0, 8, 15, 1, 16, 0, 32, 0, 27, 1]
[4, 0, 3, 18, 20, 6, 11, 26, 11, 1]
[4, 0, 3, 16, 24, 9, 4, 26, 13, 1]
[5, 1, 2, 16, 11, 12, 31, 2, 19, 1]
[1, 9, 13, 1, 13, 11, 31, 0, 21, 0]
[0, 1, 0, 15, 1, 27, 32, 13, 10, 1]
[0, 1, 0, 15, 0, 27, 32, 14, 10, 1]
[2, 0, 0, 19, 0, 28, 17, 13, 21, 0]
[3, 4, 5, 10, 8, 10, 33, 6, 20, 1]
[2, 2, 2, 18, 2, 20, 35, 8, 11, 0]
[0, 4, 1, 19, 3, 30, 20, 10, 13, 0]
[0, 4, 1, 19, 3, 30, 20, 10, 13, 0]
[4, 3, 11, 1, 8, 32, 12, 22, 6, 1]
[1, 9, 14, 0, 22, 0, 32, 0, 22, 0]
[1, 9, 14, 0, 22, 0, 32, 0, 22, 0]
[2, 7, 15, 0, 12, 12, 27, 12, 12, 1]
[2, 7, 10, 4, 13, 13, 27, 12, 12, 0]
[3, 0, 0, 23, 9, 18, 16, 13, 17, 1]
[0, 9, 11, 4, 19, 2, 36, 1, 17, 1]
[1, 6, 7, 5, 20, 1, 35, 2, 20, 3]
[1, 0, 0, 21, 2, 22, 16, 14, 23, 1]
[2, 1, 1, 13, 7, 22, 18, 11, 25, 0]
[0, 0, 0, 20, 1, 28, 20, 15, 16, 0]
[2, 8, 8, 6, 26, 2, 27, 0, 21, 0]
[2, 8, 8, 6, 26, 2, 27, 0, 21, 0]
[2, 8, 8, 6, 26, 2, 27, 0, 21, 0]
[2, 6, 6, 7, 23, 1, 30, 3, 21, 1]
[0, 8, 10, 3, 23, 3, 25, 6, 21, 1]
[2, 2, 6, 10, 6, 19, 21, 9, 25, 0]
[0, 0, 0, 20, 2, 25, 12, 16, 23, 2]
[0, 8, 13, 1, 17, 5, 29, 3, 23, 1]
[2, 5, 7, 10, 13, 7, 26, 5, 25, 0]
[3, 1, 5, 20, 26, 4, 0, 32, 9, 0]
[5, 1, 3, 18, 26, 4, 1, 32, 9, 1]
[5, 1, 1, 18, 26, 6, 1, 34, 7, 1]
[2, 0, 0, 15, 2, 21, 23, 12, 25, 0]
[3, 4, 6, 9, 13, 8, 25, 6, 26, 0]
[2, 5, 5, 10, 11, 7, 26, 7, 27, 0]
[2, 4, 4, 9, 16, 5, 27, 4, 28, 1]
[4, 1, 5, 19, 23, 7, 1, 29, 10, 1]
[1, 0, 4, 21, 21, 7, 0, 34, 12, 0]
[3, 2, 6, 14, 18, 9, 3, 30, 15, 0]
[0, 0, 3, 21, 19, 9, 0, 35, 13, 0]
[1, 0, 2, 20, 19, 8, 0, 36, 14, 0]
[3, 1, 4, 16, 0, 24, 28, 8, 15, 1]
[3, 1, 6, 9, 0, 27, 29, 4, 21, 0]
[1, 10, 15, 0, 14, 10, 29, 2, 18, 1]
[4, 7, 11, 0, 13, 13, 31, 2, 17, 2]
[3, 0, 1, 16, 0, 24, 30, 8, 17, 1]
[1, 0, 0, 16, 0, 26, 31, 10, 15, 1]
[4, 1, 6, 12, 2, 24, 15, 15, 18, 3]
[1, 4, 4, 17, 23, 1, 7, 23, 18, 2]
[0, 0, 0, 18, 1, 28, 27, 2, 22, 2]
[4, 3, 10, 3, 9, 14, 33, 2, 22, 0]
[2, 4, 7, 6, 3, 21, 24, 9, 24, 0]
[0, 9, 12, 1, 19, 0, 33, 1, 25, 0]
[2, 0, 0, 15, 11, 13, 0, 34, 24, 1]
[1, 0, 1, 18, 26, 1, 3, 25, 25, 0]
[1, 0, 1, 18, 26, 1, 3, 25, 25, 0]
[4, 0, 3, 13, 0, 29, 18, 8, 25, 0]
[2, 0, 1, 18, 1, 31, 21, 1, 25, 0]
[1, 0, 0, 18, 25, 1, 0, 28, 26, 1]
[1, 0, 0, 18, 25, 1, 0, 28, 26, 1]
[0, 2, 0, 18, 26, 0, 4, 23, 27, 0]
[1, 7, 11, 2, 17, 4, 26, 4, 27, 1]
[2, 0, 5, 9, 0, 26, 21, 9, 27, 1]
[4, 12, 13, 2, 22, 5, 23, 8, 10, 1]
[2, 9, 14, 2, 21, 4, 23, 12, 11, 2]
[2, 1, 1, 15, 25, 0, 7, 19, 30, 0]
[3, 6, 8, 7, 7, 16, 25, 10, 17, 1]
[3, 6, 8, 7, 7, 16, 25, 10, 17, 1]
[1, 0, 0, 19, 24, 2, 3, 32, 18, 1]
[1, 0, 0, 19, 24, 2, 3, 32, 18, 1]
[4, 0, 1, 19, 25, 5, 7, 18, 19, 2]
[4, 2, 6, 10, 6, 21, 28, 0, 23, 0]
[4, 3, 5, 11, 5, 21, 29, 0, 22, 0]
[4, 3, 5, 11, 5, 21, 29, 0, 22, 0]
[4, 1, 6, 12, 0, 28, 28, 0, 21, 0]
[0, 1, 3, 13, 19, 8, 2, 33, 21, 0]
[2, 4, 3, 11, 5, 21, 29, 1, 24, 0]
[0, 3, 3, 12, 1, 26, 27, 2, 24, 2]
[0, 3, 2, 15, 0, 31, 30, 10, 8, 1]
[0, 3, 2, 15, 0, 31, 30, 10, 8, 1]
[5, 7, 13, 2, 15, 5, 30, 18, 4, 1]
[1, 9, 14, 1, 17, 0, 32, 3, 23, 0]
[5, 6, 12, 4, 14, 12, 13, 21, 12, 1]
[4, 2, 2, 19, 13, 13, 11, 22, 14, 0]
[0, 0, 0, 17, 1, 28, 31, 7, 16, 0]
[3, 6, 0, 16, 17, 4, 32, 4, 18, 0]
[0, 1, 0, 16, 0, 25, 34, 7, 16, 1]
[1, 1, 0, 17, 1, 23, 34, 5, 18, 0]
[0, 0, 0, 18, 0, 29, 21, 10, 21, 1]
[0, 0, 0, 18, 0, 29, 21, 10, 21, 1]
[4, 4, 5, 9, 18, 4, 25, 7, 22, 2]
